"Id","Label","Country"
"bank-of-communications-offshore-banking-unit-shanghai-china-chn","Bank of Communications, Offshore Banking Unit","China"
"bank-of-communications-shanghai-china-chn","Bank of Communications","China"
"bank-of-cyprus","Bank of Cyprus","Cyprus"
"bank-of-cyprus-plc-ex-cyprus-nicosia-cyprus-cyp","Bank of Cyprus Plc Ex Cyprus","Cyprus"
"bank-of-cyprus-public-co-ltd","Bank of Cyprus Public Co Ltd","Cyprus"
"bank-of-cyprus-public-company-cyprus-cyp","Bank of Cyprus Public Company","Cyprus"
"bank-of-cyprus-public-company-limited","Bank of Cyprus Public Company Limited","Cyprus"
"bank-of-cyprus-public-company-limited-cyprus-cyp","Bank of Cyprus Public Company Limited","Cyprus"
"bank-of-cyprus-public-company-ltd","Bank of Cyprus Public Company Ltd","Cyprus"
"bank-of-cyprus-public-company-ltd-cyprus-cyp","Bank of Cyprus Public Company Ltd","Cyprus"
"bank-of-cyprus-public-company-ltd-nicosia-cyprus-cyp","Bank of Cyprus Public Company Ltd.","Cyprus"
"bank-of-east-asia-china-limited-china-chn","Bank of East Asia China Limited","China"
"bank-of-east-asia-china-limited-qingdao-china-chn","Bank of East Asia China Limited","China"
"bank-of-east-asia-china-ltd-chn","Bank of East Asia","China"
"bank-of-east-asia-ltd-hong-kong-hkg","Bank of East Asia, Ltd","Hong Kong"
"bank-of-georgia","Bank of Georgia","Georgia"
"bank-of-georgia-tbilisi-georgia-geo","Bank of Georgia","Georgia"
"bank-of-hangzhou-co-ltd-hangzhou-china-chn","Bank of Hangzhou Co Ltd","China"
"bank-of-hebei-tangshan-branch","Bank of Hebei Tangshan Branch","China"
"bank-of-india-indonesia-jakarta-indonesia-idn","Bank of India Indonesia","Indonesia"
"bank-of-india-kanpur-india-ind","Bank of India","India"
"bank-of-india-new-delhi-india-ind","Bank of India","India"
"bank-of-ireland","Bank of Ireland","United Kingdom"
"bank-of-ireland-dublin-ireland-irl","Bank of Ireland","Ireland"
"bank-of-jiangsu-co-lt-china-chn","Bank of Jiangsu Co Lt","China"
"bank-of-jiangsu-co-ltd-nanjing-china-chn","Bank of Jiangsu Co Ltd","China"
"bank-of-maharashtra","Bank of Maharashtra","India"
"bank-of-maharashtra-mumbai-india-ind","Bank of Maharashtra","India"
"bank-of-maharashtra-nakik-india-ind","Bank of Maharashtra","India"
"bank-of-maharashtra-new-delhi-india-ind","Bank of Maharashtra","India"
"bank-of-montreal","Bank of Montreal","Canada"
"bank-of-montreal-canada-can","Bank of Montreal","Canada"
"bank-of-montreal-canada-toronto-canada-can","Bank of Montreal, Canada","Canada"
"bank-of-montreal-montreal-canada-can","Bank of Montreal","Canada"
"bank-of-moscow-moscow-russia-rus","Bank of Moscow","Russia"
"bank-of-nanjing","Bank of Nanjing","China"
"bank-of-new-york-mellon","Bank of New York Mellon","United States"
"bank-of-new-york-mellon-brussels-belgium-bel","Bank of New York Mellon","Belgium"
"bank-of-new-york-mellon-pittsburgh-pa-usa-usa","Bank of New York Mellon","United States"
"bank-of-new-zealand","Bank of New Zealand","New Zealand"
"bank-of-ningbo-co-ltd-ningbo-china-chn","Bank of Ningbo Co., Ltd.","China"
"bank-of-nt-butterfield-and-sons-ltd","Bank of N.T.  Butterfield And Sons Ltd","Bermuda"
"bank-of-nt-butterfield-hamilton-bermuda-bmu","Bank of N.T. Butterfield","Bermuda"
"bank-of-ny-hong-kong-hkg","Bank of Ny","Hong Kong"
"bank-of-ozarks","Bank of Ozarks","United States"
"bank-of-rizhao-co-rizhao-china-chn","Bank of Rizhao Co","China"
"bank-of-saint-lucia-intl-ltd","Bank of Saint Lucia Intl Ltd","Saint Lucia"
"bank-of-scotland-plc-glasgow-scotland-gbr","Bank of Scotland, Plc","United Kingdom"
"bank-of-scotland-plc-london-england-gbr","Bank of Scotland Plc","United Kingdom"
"bank-of-shanghai","Bank of Shanghai ","China"
"bank-of-sierra-leone","Bank of Sierra Leone","Sierra Leone"
"bank-of-singapore-limited","Bank of Singapore Limited","Singapore"
"bank-of-singapore-limited-singapore-sgp","Bank of Singapore Limited","Singapore"
"bank-of-taiwan","Bank of Taiwan","Taiwan"
"bank-of-taiwan-hong-kong-hkg","Bank of Taiwan","Hong Kong"
"bank-of-taiwan-taipei-taiwan-twn","Bank of Taiwan","Taiwan"
"bank-of-taiwan-taiwan-twn","Bank of Taiwan","Taiwan"
"bank-of-the-westwalnut-creek-ca-usa","Bank of The West(Walnut Creek, Ca)","United States"
"bank-of-tokyo-mitsubishi-ufj","Bank of Tokyo-Mitsubishi Ufj","United States"
"bank-of-tokyo-mitsubishi-ufj-ltd-chicago-branch","Bank of Tokyo-Mitsubishi Ufj, Ltd.  Chicago Branch","United States"
"bank-of-tokyo-mitsubishi-ufj-ltd-london-gbr","Bank of Tokyo-Mitsubishi Ufj","United Kingdom"
"bank-one-ltd-port-louis-mauritius-mus","Bank One Ltd.","Mauritius"
"bank-otkritie-financial-corporation-moscow-russia-rus","Bank Otkritie Financial Corporation","Russia"
"bank-otsar-ha-hayal-ltd-ramat-gan-israel-isr","Bank Otsar Ha-Hayal Ltd","Israel"
"bank-pictet-and-cie-asia-ltd-singapore-sgp","Bank Pictet And Cie","Singapore"
"bank-polska-kasa-opieki-grupa-pekai-sa","Bank Polska Kasa Opieki Grupa Pekai SA","Poland"
"bank-rbk-joint-stock-company-almaty-kazakhstan-kaz","Bank Rbk Joint Stock Company","Kazakhstan"
"bank-rossiya","Bank Rossiya","Russia"
"bank-rossiya-st-petersburg-russia-rus","Bank Rossiya","Russia"
"bank-saint-petersburg","Bank Saint Petersburg","Russia"
"bank-sarasin-and-cie-basle-switzerland-che","Bank Sarasin And Cie","Switzerland"
"bank-sinopac-company-limited-hong-kong-hkg","Bank Sinopac Company Limited","Hong Kong"
"bank-sinopac-hong-kong-hkg","Bank Sinopac","Hong Kong"
"bank-sinopac-taipei-taiwan-twn","Bank Sinopac","Taiwan"
"bank-snoras","Bank Snoras","Lithuania"
"bank-snoras-vilnia-lithuania-ltu","Bank Snoras","Lithuania"
"bank-soyuz","Bank Soyuz","Russia"
"bank-soyuz-moscow-russia-rus","Bank Soyuz","Russia"
"bank-styria-graz-austria-aut","Bank Styria","Austria"
"bank-uralsib-moscow-russia-rus","Bank Uralsib","Russia"
"bank-vontobel-ag-zurich-switzerland-che","Bank Vontobel AG","Switzerland"
"bank-vozrozhdenie","Bank Vozrozhdenie","Russia"
"bank-vozrozhdenie-moscow-russia-rus","Bank Vozrozhdenie","Russia"
"bank-vozrozhdenie-russia-rus","Bank Vozrozhdenie","Russia"
"bank-vtb","Bank VTB","Russia"
"bank-vtb-24-jsc","Bank VTB 24 JSC","Russia"
"bank-vtb-24-russia-rus","Bank VTB 24","Russia"
"bank-vtb-north-west","Bank VTB North-West","Russia"
"bank-vtb-northwest-jsc-st-petersburg-russia-rus","Bank VTB Northwest JSC","Russia"
"bank-vtb-rostov-on-don-ru-rus","Bank Vtb","Russia"
"bank-zachodni-wbk-sa","Bank Zachodni Wbk SA","Poland"
"bank-zachodni-wbk-sa-poland-pol","Bank Zachodni Wbk SA","Poland"
"bank-zachodni-wbk-sa-poznan-poland-pol","Bank Zachodni Wbk SA","Poland"
"bank-zenit","Bank Zenit","Russia"
"banka-celje-dd","Banka Celje D.D.","Slovenia"
"banka-koper-dd","Banka Koper D.D.","Slovenia"
"bankers-bank-northeast-glastonbury-ct-usa","Bankers Bank Northeast","United States"
"bankinter-s-a","Bankinter S A","Spain"
"bankmed","Bankmed","Switzerland"
"bankmuscat","Bankmuscat","Oman"
"banksnoras-vilnius-lithuania-ltu","Banksnoras","Lithuania"
"banksoyuz-moscow-russia-rus","Banksoyuz","Russia"
"bankunited-na-miami-florida-usa","Bankunited, Na","United States"
"bankvozrozhdenie-moscow-russia-rus","Bankvozrozhdenie","Russia"
"banque-atlantique-cote-davoir-abidjan-ivory-coast-civ","Banque Atlantique-Cote D'Avoir","Ivory Coast"
"banque-cantonale-de-geneve-geneva-switzerland-che","Banque Cantonale De Geneve","Switzerland"
"banque-de-commerce-et-de","Banque De Commerce Et De","Switzerland"
"banque-de-commerce-et-de-placements","Banque De Commerce Et De Placements","Switzerland"
"banque-de-commerce-et-de-placements-s-a","Banque De Commerce Et De Placements S A","Switzerland"
"banque-de-commerce-et-de-placements-s-a-geneva-switzerland-che","Banque De Commerce Et De Placements S A","Switzerland"
"banque-de-commerce-et-de-placements-sa","Banque De Commerce Et De Placements SA","Switzerland"
"banque-de-commerce-et-de-placements-sa-geneva-switzerland-che","Banque De Commerce Et De Placements SA","Switzerland"
"banque-de-commerce-et-de-placements-sa-switzerland-che","Banque De Commerce Et De Placements SA","Switzerland"
"banque-de-gestion-edmond-de-rothschild-monaco-monaco-mco","Banque De Gestion Edmond De Rothschild ","Monaco"
"banque-de-gestion-edmond-de-rothschild-monaco-monte-carlo-monaco-mco","Banque De Gestion Edmond De Rothschild Monaco","Monaco"
"banque-de-luxembourg-luxembourg-lux","Banque De Luxembourg","Luxembourg"
"banque-du-gothard-switzerland-che","Banque Du Gothard","Switzerland"
"banque-et-caisse-depargne-luxembourg","Banque Et Caisse D'Epargne Luxembourg","Luxembourg"
"banque-heritage-geneva-switzerland-che","Banque Heritage","Switzerland"
"banque-heritage-uruguay-sa-uruguay-ury","Banque Heritage Uruguay SA","Uruguay"
"banque-internationale-a-luxembourgsuisse-switzerland-che","Banque Internationale A Luxembourg(Suisse), Switzerland","Switzerland"
"banque-internationale-pour-lafrique-au-congo","Banque Internationale Pour L'Afrique Au Congo","Congo"
"banque-internationale-pour-le-commerce-et-lindustrie","Banque Internationale Pour Le Commerce Et L'Industrie","Ivory Coast"
"banque-invik-sa","Banque Invik SA","Luxembourg"
"banque-misr","Banque Misr","United Arab Emirates"
"banque-pictet-luxembourg-sa-luxembourg-lux","Banque Pictet Luxembourg SA","Luxembourg"
"banque-pour-le-commerce-exterieur-lao-public-vientiane-laos-lao","Banque Pour Le Commerce Exterieur Lao Public","Laos"
"banque-privee-edmond-de-rothchild-luxembourg-lux","Banque Privee Edmond De Rothchild","Luxembourg"
"banque-privee-edmond-de-rothschild","Banque Privee Edmond De Rothschild","Switzerland"
"banque-privee-edmond-de-rothschild-europe","Banque Privee Edmond De Rothschild Europe","Luxembourg"
"banque-privee-edmond-de-rothschild-sa","Banque Privee Edmond De Rothschild S.A.","Switzerland"
"banque-privee-edmond-de-rothschild-suisse-sa-switzerland-che","Banque Privee Edmond De Rothschild","Switzerland"
"banque-privee-edmond-de-rothschild-switzerland-che","Banque Privee Edmond De Rothschild","Switzerland"
"banque-safra-luxembourg-sa","Banque Safra - Luxembourg S.A.","Luxembourg"
"banque-sahelo-saharienne-pour-linvestissement-et-le-commerce","Banque Sahelo-Saharienne Pour L'Investissement Et Le Commerce","Niger"
"barclays","Barclays","United Arab Emirates"
"barclays-bank","Barclays Bank","United Arab Emirates"
"barclays-bank-london-gbr","Barclays Bank","United Kingdom"
"barclays-bank-plc","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-bristol-england-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-cyprus-cyp","Barclays Bank Plc","Cyprus"
"barclays-bank-plc-cyprus-ltd-cyprus-cyp","Barclays Bank Plc Cyprus Ltd.","Cyprus"
"barclays-bank-plc-france-fra","Barclays Bank Plc","France"
"barclays-bank-plc-ho-uk","Barclays Bank Plc Ho UK","United Kingdom"
"barclays-bank-plc-knightsbridge","Barclays Bank Plc, Knightsbridge","United Kingdom"
"barclays-bank-plc-knightsbridge-united-kingdom-gbr","Barclays Bank Plc, Knightsbridge","United Kingdom"
"barclays-bank-plc-london-england-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-london-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-london-uk-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-monaco-mco","Barclays Bank Plc","Monaco"
"barclays-bank-plc-nicosia-cyprus-cyp","Barclays Bank Plc","Cyprus"
"barclays-bank-plc-singapore-sgp","Barclays Bank Plc","Singapore"
"barclays-bank-plc-uk-corporate-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-uk-knightsbridge-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-plc-united-kingdom-gbr","Barclays Bank Plc","United Kingdom"
"barclays-bank-schweiz-sa-che","Barclays Bank","Switzerland"
"barclays-bank-seychelles-ltd-victoria-mahe-seychelles-syc","Barclays Bank Seychelles Ltd.","Seychelles"
"barclays-bank-suisse-sa-che","Barclays Bank","Switzerland"
"barclays-bank-united-kingdom-gbr","Barclays Bank","United Kingdom"
"barclays-capital-inc-new-york-ny-usa","Barclays Capital Inc","United States"
"barclays-capital-inc-new-york-usa-usa","Barclays Capital Inc","United States"
"barclays-capital-securities-limited-london-england-gbr","Barclays Capital Securities Limited","United Kingdom"
"barclays-cyprus-cyp","Barclays","Cyprus"
"barclays-dubai-are","Barclays","United Arab Emirates"
"barclays-kenya-kenya-ken","Barclays Kenya","Kenya"
"barclays-wealth","Barclays Wealth","United Kingdom"
"bawag-psk-bank","Bawag Psk Bank","Austria"
"bbo-international-private-bank","Bbo International Private Bank","Puerto Rico"
"bbt","BB&T","United States"
"bbt-wilson-nc-usa","BB&T","United States"
"bbva-banco-uruguay","Bbva Banco Uruguay","Uruguay"
"bbva-bancomer","Bbva Bancomer","Mexico"
"bbva-colombia-bogota-columbia-col","Bbva Colombia","Colombia"
"bbva-paraguay-sa-asuncion-paraguay-pry","Bbva Paraguay, S.A.","Paraguay"
"bbva-uruguay-sa","Bbva Uruguay SA","Uruguay"
"bc-procredit-bank-sa","Bc Procredit Bank S.A.","Moldova"
"bdo-unibank-inc","Bdo Unibank Inc","Philippines"
"belarusky-narodny-bank","Belarusky Narodny Bank","Belarus"
"belize-bank-international-limited-belize-city-belize-blz","Belize Bank International Limited","Belize"
"belvnesheconombank-minsk-belarus-blr","Belvnesheconombank","Belarus"
"berenberg-bank","Berenberg Bank","Germany"
"berliner-volksbank-e-g-berlin-germany-deu","Berliner Volksbank E G","Germany"
"berliner-volksbank-eg","Berliner Volksbank Eg","Germany"
"bes-sfe-funchaloffshore-madeira","Bes Sfe Funchaloffshore Madeira","Portugal"
"bhf-bank-aktiengesellschaft","Bhf Bank Aktiengesellschaft","Germany"
"bk-of-new-york-cayman-georgetown-new-york-ny-usa","Bk of New York Cayman","United States"
"blom-bank-france-dubai-united-arab-emirates-are","Blom Bank France","United Arab Emirates"
"blom-bank-sal","Blom Bank S.A.L.","Jordan"
"bm-bank","Bm Bank","Ukraine"
"bmi-offshore-bank-limited-victoria-seychelles-syc","BMI Offshore Bank Limited","Seychelles"
"bmi-offshore-bank-ltd","BMI Offshore Bank Ltd","Seychelles"
"bmi-offshore-bank-ltd-victoria-seychelles-syc","BMI Offshore Bank Ltd.","Seychelles"
"bmo-harris-na-mt-unit-bk-of-mtl","Bmo Harris Na Mt Unit Bk of Mtl","Canada"
"bni-madagascar-madagascar-mdg","Bni Madagascar","Madagascar"
"bnp-paribas","Bnp Paribas","Switzerland"
"bnp-paribas-abu-dhabi-uae-are","Bnp Paribas","United Arab Emirates"
"bnp-paribas-doha-doha-qatar-qat","Bnp Paribas Doha","Qatar"
"bnp-paribas-paris-paris-france-fra","Bnp Paribas Paris","France"
"bnp-paribas-sa-formerly-banque-nationale-de-paris-s-a-paris-france-fra","Bnp Paribas SA Formerly Banque Nationale De Paris S A","France"
"bnp-paribas-suisse","Bnp Paribas Suisse","Switzerland"
"bnp-paribas-suisse-sa-geneva-switzerland-che","Bnp Paribas Suisse SA","Switzerland"
"bnp-paribas-taipei","Bnp Paribas Taipei","Taiwan"
"bnp-paribas-wealth-management","Bnp Paribas Wealth Management","Singapore"
"boomerang-oao","Boomerang OAO","Russia"
"branch-banking-and-trust-company","Branch Banking And Trust Company","United States"
"branch-banking-and-trust-company-greensboro-nc-usa","Branch Banking And Trust Company","United States"
"branch-banking-and-trust-company-greensboro-united-states-usa","Branch Banking And Trust Company","United States"
"brd-group-societe-generale-sa-bucharest-romania-rou","BRD Group Societe Generale SA","Romania"
"british-arab-commercial-bank-ltd","British Arab Commercial Bank Ltd","United Kingdom"
"brown-shipley-and-co-ltd","Brown, Shipley And Co. Ltd.","United Kingdom"
"bsi-ag","BSI AG","Switzerland"
"bsi-bank-limited-singapore","BSI Bank Limited Singapore","Singapore"
"bsi-bank-limited-singapore-sgp","BSI Bank Limited","Singapore"
"bsi-monaco-sam","BSI Monaco Sam","Monaco"
"bsi-sa","BSI SA","Switzerland"
"bsi-sa-lugano-switzerland-che","BSI SA","Switzerland"
"bsi-sa-zurich-switzerland-che","BSI SA","Switzerland"
"bta-bank-almaty-kazakhstan-kaz","BTA Bank","Kazakhstan"
"bta-bank-jsc","BTA Bank JSC","Kazakhstan"
"bta-bank-jsc-almaty-kazakhstan-kaz","BTA Bank JSC","Kazakhstan"
"btg-pactual-commodities-holding","Btg Pactual Commodities Holding","United Kingdom"
"business-standart-jsb","Business Standart Jsb","Ukraine"
"byblos-bank-sal","Byblos Bank S.A.L.","Lebanon"
"cainvest-international-bank-ltd-cayman-islands-cym","Cainvest International Bank Ltd","Cayman Islands"
"caisse-centrale-desjardins-montreal-canada-can","Caisse Centrale Desjardins","Canada"
"caixa-central-credito-agricola-mutuo-lisbon-portugal-prt","Caixa Central Credito Agricola Mutuo","Portugal"
"caixa-central-de-credito-agricola-portugal-prt","Caixa Central De Credito Agricola","Portugal"
"caixabank-spain-esp","Caixabank","Spain"
"caledonian-bank-limited","Caledonian Bank Limited","Cayman Islands"
"caledonian-bank-limited-georgetown-cayman-islands-cym","Caledonian Bank Limited","Cayman Islands"
"caledonian-bank-limited-georgetown-ky-cym","Caledonian Bank Limited","Cayman Islands"
"caledonian-bank-ltd","Caledonian Bank Ltd","Cayman Islands"
"caledonian-bank-ltd-georgetown-cayman-islands-cym","Caledonian Bank Ltd","Cayman Islands"
"california-pacific-bank-san-francisco-california-usa","California Pacific Bank","United States"
"canadia-bank-ltd-phnom-penh-cambodia-khm","Canadia Bank Ltd.","Cambodia"
"canadian-imperial-bank-of-commerce","Canadian Imperial Bank of Commerce","Canada"
"canara-bank","Canara Bank","India"
"canara-bank-mumbai-india-ind","Canara Bank","India"
"canara-bank-new-delhi-india-ind","Canara Bank","India"
"capital-bank-grawe-gruppe-ag","Capital Bank Grawe Gruppe Ag","Austria"
"capital-bank-grawe-gruppe-ag-graz-austria-aut","Capital Bank Grawe Gruppe AG","Austria"
"capital-bank-inc-panama-pan","Capital Bank Inc","Panama"
"capital-bank-of-jordan-amman-jordan-jor","Capital Bank of Jordan","Jordan"
"capital-one-na","Capital One, N.A.","United States"
"cargill-investor-service-inc","Cargill Investor Service, Inc","United States"
"cash-treasury-services-pittsburgh-pa-usa-usa","Cash & Treasury Services","United States"
"cathay-bank","Cathay Bank","United States"
"cathay-united-bank","Cathay United Bank","Taiwan"
"cathay-united-bank-taipei-city-taiwan-twn","Cathay United Bank","Taiwan"
"cbh-compagnie-bancaire-helvetique-sa","Cbh Compagnie Bancaire Helvetique SA","Switzerland"
"cbh-compagnie-bancaire-helvetique-sa-switzerland-che","Cbh Compagnie Bancaire Helvetique SA","Switzerland"
"central-branch-of-jsc-kredobank","Central Branch of JSC Kredobank","Ukraine"
"ceska-sporitelna-a-s","Ceska Sporitelna A S","Czech Republic"
"ceska-sporitelna-as","Ceska Sporitelna A.S.","Czech Republic"
"ceska-sportelna-as-czech-republic-cze","Ceska Sportelna A.S","Czech Republic"
"ceska-sportelna-as-prague-czech-republic-cze","Ceska Sportelna A.S.","Czech Republic"
"ceskoslovenska-obchodna-banka-as","Ceskoslovenska Obchodna Banka A.S.","Slovakia"
"ceskoslovenska-obchodna-banka-as-bratislava-slovakia-svk","Ceskoslovenska Obchodna Banka AS","Slovakia"
"ceskoslovenska-obchodni-banka-a-s-prague-czech-republic-cze","Ceskoslovenska Obchodni Banka A S","Czech Republic"
"ceskoslovenska-obchodni-banka-as","Ceskoslovenska Obchodni Banka, A.S.","Czech Republic"
"ceskoslovenska-obchodni-banka-as-prague-czech-republic-cze","Ceskoslovenska Obchodni Banka A.S.","Czech Republic"
"chang-hwa-commercial-bank-ltd-tainan-taiwan-twn","Chang Hwa Commercial Bank Ltd.","Taiwan"
"chang-hwa-commercial-bank-ltd-taipei-taiwan-twn","Chang Hwa Commercial Bank Ltd","Taiwan"
"charles-schwab-and-co-inc","Charles Schwab And Co., Inc.","United States"
"charles-schwab-bank-reno-nevada-usa","Charles Schwab Bank","United States"
"chelyabinvestbank-chelyabinsk-russia-rus","Chelyabinvestbank","Russia"
"chiao-tung-bank-co-ltd","Chiao Tung Bank Co Ltd,","United States"
"china-citic-bank-beijing-china-chn","China Citic Bank","China"
"china-citic-bank-international-ltd-hong-kong-hkg","China Citic Bank International Ltd","Hong Kong"
"china-construction-bank-beijing-china-chn","China Construction Bank","China"
"china-construction-bank-bejing-china-chn","China Construction Bank","China"
"china-construction-bank-china-chn","China Construction Bank","China"
"china-construction-bank-corp-beijing-china-chn","China Construction Bank Corp","China"
"china-construction-bank-corporation","China Construction Bank Corporation","China"
"china-construction-bank-corporation-beijing-china-chn","China Construction Bank Corporation","China"
"china-construction-bank-corporation-guangdong-china-chn","China Construction Bank Corporation","China"
"china-construction-bank-corporation-ningbo-china-chn","China Construction Bank Corporation","China"
"china-construction-bank-corporation-rizhao-china-chn","China Construction Bank Corporation","China"
"china-construction-bank-corporation-yan-cheng-china-chn","China Construction Bank Corporation","China"
"china-construction-bank-fujian-china-chn","China Construction Bank","China"
"china-construction-bank-ningbo-china-chn","China Construction Bank","China"
"china-construction-bank-qingdao-china-chn","China Construction Bank","China"
"china-construction-bank-shanghai-china-chn","China Construction Bank","China"
"china-construction-bank-shenzhen-china-chn","China Construction Bank","China"
"china-construction-bank-singapore-singapore-sgp","China Construction Bank Singapore","Singapore"
"china-construction-bank-zhejiang-china-chn","China Construction Bank","China"
"china-construction-bk-asia-corp-ltd-hong-kong-hkg","China Construction Bk","Hong Kong"
"china-development-bank","China Development Bank","China"
"china-guangfa-bank-co-ltd","China Guangfa Bank Co., Ltd","China"
"china-guangfa-bank-co-ltd-guangzhou-guangdong-pr-pr-china-chn","China Guangfa Bank Co Ltd","China"
"china-merchant-bank-china-chn","China Merchant Bank","China"
"china-merchant-bank-co-ltd-shenzhen-china-chn","China Merchant Bank Co Ltd","China"
"china-merchants-bank","China Merchants Bank","China"
"china-merchants-bank-h-o","China Merchants Bank H O","China"
"china-merchants-bank-offshore-shenzhen-china-chn","China Merchants Bank, Offshore","China"
"china-merchants-bank-shenzhen-china-chn","China Merchants Bank","China"
"china-minsheng-banking-corp-beijing-china-chn","China Minsheng Banking Corp","China"
"china-minsheng-banking-corporation","China Minsheng Banking Corporation","China"
"china-minsheng-banking-corporation-ltd-hengshui-china-chn","China Minsheng Banking Corporation Ltd","China"
"chinacitic-bank-ningbo-china-chn","Chinacitic Bank","China"
"chinatrust-bank-usa","Chinatrust Bank Usa","United States"
"chinatrust-commercial-bank","Chinatrust Commercial Bank","Singapore"
"chinatrust-commercial-bank-kaohsiung-taiwan-twn","Chinatrust Commercial Bank","Taiwan"
"chinatrust-commercial-bank-singapore-sgp","Chinatrust Commercial Bank","Singapore"
"chinatrust-indonesia-jakarta-indonesia-idn","Chinatrust Indonesia","Indonesia"
"chong-hing-bank-ltd-hong-kong-hkg","Chong Hing Bank Ltd","Hong Kong"
"ci-banco-sa","Ci Banco S.A.","Mexico"
"ci-banco-sa-mexico-mex","Ci Banco S.A.","Mexico"
"cibc-toronto-canada-can","Cibc","Canada"
"cimb-bank-berhad","CIMB Bank Berhad","Singapore"
"cimb-bank-berhad-kuala-lumpur-malaysia-mys","CIMB Bank Berhad","Malaysia"
"cimb-bank-berhad-singapore-sgp","CIMB Bank Berhad","Singapore"
"citi","Citi","Singapore"
"citi-bank-na-hong-kong-hkg","Citi Bank Na","Hong Kong"
"citibanco-sa-institucion-de-banca-multiple","Citibanco SA Institucion De Banca Multiple","Mexico"
"citibank","Citibank","United States"
"citibank-a-g-frankfurt-germany-deu","Citibank A G","Germany"
"citibank-espana-sa-madrid-spain-esp","Citibank Espana SA","Spain"
"citibank-japan-ltd","Citibank Japan Ltd","Japan"
"citibank-n-a-london-united-kingdom-gbr","Citibank N A","United Kingdom"
"citibank-na","Citibank, N.A.","United States"
"citibank-na-dubai-branch-dubai-united-arab-emirates-are","Citibank, N.A., Dubai Branch","United Arab Emirates"
"citibank-na-dubai-uae-are","Citibank, N.A.","United Arab Emirates"
"citibank-na-hong-kong-hkg","Citibank, N.A.","Hong Kong"
"citibank-na-jakarta-indonesia-idn","Citibank, N.A.","Indonesia"
"citibank-na-london-england-gbr","Citibank, N.A.","United Kingdom"
"citibank-na-london-gbr","Citibank N.A.","United Kingdom"
"citibank-na-new-york-ny-usa","Citibank N.A.","United States"
"citibank-na-new-york-usa","Citibank Na","United States"
"citibank-na-new-york-usa-usa","Citibank N.A.","United States"
"citibank-na-ny","Citibank N.A. Ny","United States"
"citibank-na-ny-ny-usa","Citibank N.A.","United States"
"citibank-na-ny-us-usa","Citibank N.A.","United States"
"citibank-na-singapore-sgp","Citibank, N.A. ","Singapore"
"citibank-na-taipei-taiwan-twn","Citibank N.A","Taiwan"
"citibank-na-usa-usa","Citibank, Na","United States"
"citibank-new-york-ny-usa","Citibank","United States"
"citibank-poland-sa-warsaw-poland-pol","Citibank Poland S.A.","Poland"
"citibank-singapore-ltd-singapore-sgp","Citibank Singapore Ltd","Singapore"
"citibank-south-africa-johannesburg-south-africa-zaf","Citibank South Africa","South Africa"
"citibank-taiwan-limited-taipei-taiwan-twn","Citibank Taiwan Limited","Taiwan"
"citibank-taiwan-limited-taiwan-twn","Citibank Taiwan Limited","Taiwan"
"citibank-taiwan-ltd-taipei-taiwan-twn","Citibank Taiwan Ltd.","Taiwan"
"citibank-uk-gbr","Citibank","United Kingdom"
"citibank-united-states-usa","Citibank","United States"
"citibank-us-usa","Citibank","United States"
"citicorp-fl-usa","Citicorp","United States"
"citigroup-global-markets-inc","Citigroup Global Markets Inc.","United States"
"citigroup-ltd","Citigroup Ltd","United Kingdom"
"city-national-bank","City National Bank","United States"
"city-national-bank-los-angeles-usa-usa","City National Bank","United States"
"city-national-bank-of-florida-miami-florida-usa","City National Bank of Florida","United States"
"cjscb-ipotechniy","Cjscb Ipotechniy","Moldova"
"clariden-leu-ag-zurich-switzerland-che","Clariden Leu Ag","Switzerland"
"clariden-leu-singapore-singapore-sgp","Clariden Leu Singapore","Singapore"
"closed-joint-stock-company-otp-bk-kiev-ukraine-ukr","Closed Joint-Stock Company Otp Bk","Ukraine"
"clydesdale-bank-plc-glasgow-uk-gbr","Clydesdale Bank Plc","United Kingdom"
"cnl-bank-orlando-fl-usa","CNL Bank","United States"
"co-operative-bank-of-kenya-ltd-nairobi-kenya-ken","Co Operative Bank of Kenya Ltd","Kenya"
"comerica-bank-ca-usa-usa","Comerica Bank","United States"
"comerica-bank-inc-detroit-michigan-usa","Comerica Bank Inc.","United States"
"commerce-bank-miami-usa","Commerce Bank","United States"
"commerce-bank-na-kansas-city-mo-usa-usa","Commerce Bank Na","United States"
"commercial-bank-mobiasbanca-groupe","Commercial Bank 'Mobiasbanca-Groupe","Moldova"
"commercial-bank-mobiasbanca-groupe-societe-generale-sa-chisinau-moldova-mda","Commercial Bank 'Mobiasbanca-Groupe Societe Generale' S.A.","Moldova"
"commercial-bank-of-ceylon-plc","Commercial Bank of Ceylon Plc","Sri Lanka"
"commercial-bank-of-dubai-p-s-c-dubai-uae-are","Commercial Bank of Dubai P S C","United Arab Emirates"
